,resale_price,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,model_year,model,car_age
6851,830000.0000000001,1197.0,Third Party insurance,Automatic,50000.0,First Owner,Petrol,86.76,5.0,19.65,Hatchback,Pune,2021,Hyundai i20,2.0
6855,260000.0,1248.0,Third Party insurance,Manual,70000.0,Second Owner,Diesel,74.0,5.0,22.9,Hatchback,Pune,2013,Maruti Swift,10.0
6856,240000.0,796.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,47.3,5.0,22.74,Hatchback,Pune,2014,Maruti Alto,9.0
6858,239000.0,1197.0,Third Party insurance,Manual,74895.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2011,Hyundai i10,12.0
6859,1321000.0,1493.0,Zero Dep,Manual,17662.0,First Owner,Diesel,113.43,5.0,20.8,SUV,Pune,2020,Kia Seltos,3.0
6860,358000.0,1197.0,Comprehensive,Manual,35520.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2014,Hyundai Grand,9.0
6861,451000.0,1197.0,Comprehensive,Manual,57512.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Pune,2013,Maruti Swift,10.0
6862,791000.0,1497.0,Third Party,Manual,69289.0,First Owner,Petrol,117.3,5.0,17.8,Sedan,Pune,2017,Honda City,6.0
6863,497000.0,1197.0,Zero Dep,Manual,40108.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2017,Hyundai Grand,5.0
6864,698000.0,1197.0,Third Party,Manual,8404.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Pune,2020,Hyundai Grand,3.0
6865,679000.0,1197.0,Third Party insurance,Automatic,35752.0,Second Owner,Petrol,81.8,5.0,21.21,Sedan,Pune,2019,Maruti Swift,4.0
6866,459000.0,1086.0,Comprehensive,Manual,33984.0,Second Owner,Petrol,68.0,5.0,20.3,Hatchback,Pune,2019,Hyundai Santro,4.0
6867,367000.0,998.0,Comprehensive,Automatic,44351.0,First Owner,Petrol,67.1,5.0,23.95,Hatchback,Pune,2017,Maruti Alto,6.0
6869,700000.0,1198.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,108.5,5.0,17.0,SUV,Pune,2018,Tata Nexon,5.0
6870,400000.0,1197.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2015,Hyundai Grand,8.0
6871,300000.0,1499.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,110.0,5.0,15.8,SUV,Pune,2013,Ford Ecosport,10.0
6872,450000.0,1199.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,84.0,5.0,20.3,Sedan,Pune,2017,Tata Tigor,6.0
6873,520000.0,1199.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,84.0,5.0,20.3,Sedan,Pune,2017,Tata Tigor,6.0
6874,225000.0,814.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2014,Hyundai EON,9.0
6875,700000.0,1493.0,Third Party insurance,Manual,60000.0,First Owner,Diesel,70.0,7.0,16.5,SUV,Pune,2018,Mahindra Bolero,5.0
6876,1025000.0,1498.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,97.9,5.0,25.6,Sedan,Pune,2019,Honda City,4.0
6877,533000.0,1197.0,Third Party,Manual,18774.0,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Pune,2016,Hyundai i20,7.0
6878,595000.0,1197.0,Comprehensive,Automatic,50484.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2017,Maruti Baleno,6.0
6880,1126000.0,1582.0,Third Party insurance,Automatic,63709.0,First Owner,Diesel,126.2,5.0,22.0,Sedan,Pune,2018,Hyundai Verna,5.0
6881,433000.0,998.0,Comprehensive,Manual,54763.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2017,Maruti Wagon,6.0
6882,357000.0,1198.0,Third Party insurance,Manual,109428.0,First Owner,Diesel,77.0,6.0,25.32,SUV,Pune,2016,Mahindra KUV,7.0
6883,254999.99999999997,796.0,Third Party insurance,Manual,19219.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2015,Maruti Alto,8.0
6884,909000.0,1197.0,Zero Dep,Automatic,12268.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2021,Maruti Baleno,2.0
6885,885000.0,1197.0,Third Party insurance,Automatic,10035.0,First Owner,Petrol,88.5,5.0,22.61,Sedan,Pune,2022,Maruti Swift,1.0
6887,215000.0,1799.0,Third Party insurance,Manual,90000.0,First Owner,Petrol,130.0,5.0,13.5,Sedan,Pune,2009,Honda Civic,14.0
6888,250000.0,1198.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,73.9,5.0,16.47,Hatchback,Pune,2011,Volkswagen Polo,12.0
6890,200000.0,1248.0,Third Party insurance,Manual,110000.0,Fourth Owner,Diesel,88.8,5.0,21.12,Sedan,Pune,2010,Tata Manza,13.0
6892,650000.0,1498.0,Third Party insurance,Manual,50000.0,First Owner,Diesel,99.0,5.0,25.83,Hatchback,Pune,2019,Ford Figo,4.0
6894,550000.0,1497.0,Third Party insurance,Automatic,30000.0,Second Owner,Petrol,121.36,5.0,14.8,SUV,Pune,2017,Ford Ecosport,6.0
6895,332000.0,1197.0,Third Party,Manual,62990.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2014,Hyundai Grand,9.0
6896,260000.0,1197.0,Third Party insurance,Manual,55483.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2012,Hyundai i10,10.0
6897,403000.0,998.0,Third Party insurance,Manual,61110.0,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2017,Maruti Wagon,6.0
6898,426999.99999999994,1197.0,Comprehensive,Manual,43571.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2014,Hyundai Grand,9.0
6899,396000.0,1197.0,Comprehensive,Manual,38876.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2014,Hyundai Grand,9.0
6900,222000.00000000003,998.0,Comprehensive,Manual,75895.0,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2013,Maruti Alto,10.0
6901,231999.99999999997,998.0,Comprehensive,Manual,36007.0,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Pune,2010,Maruti Wagon,13.0
6902,564000.0,1497.0,Third Party insurance,Manual,55353.0,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Pune,2016,Honda City,7.0
6903,507000.0,1198.0,Comprehensive,Manual,17456.0,First Owner,Petrol,73.75,5.0,17.0,Sedan,Pune,2016,Volkswagen Ameo,7.0
6904,436000.00000000006,998.0,Comprehensive,Manual,47726.0,First Owner,Petrol,65.71,5.0,25.24,Hatchback,Pune,2015,Maruti Celerio,8.0
6905,284000.0,1197.0,Comprehensive,Automatic,71227.0,Second Owner,Petrol,78.9,5.0,16.95,Hatchback,Pune,2011,Hyundai i10,12.0
6906,332000.0,796.0,Comprehensive,Manual,24378.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2016,Maruti Alto,7.0
6909,250000.0,1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Pune,2010,Maruti Ritz,13.0
6910,450000.0,998.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Pune,2020,Maruti S-Presso,3.0
6911,229999.99999999997,1399.0,Third Party insurance,Manual,90000.0,Third Owner,Petrol,98.82,8.0,13.7,MUV,Pune,2014,Chevrolet Enjoy,9.0
6912,650000.0,1461.0,Third Party insurance,Manual,60000.0,Second Owner,Diesel,83.8,5.0,20.45,SUV,Pune,2016,Nissan Terrano,7.0
6913,400000.0,1248.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,88.7,5.0,20.65,Sedan,Pune,2015,Tata Zest,8.0
6914,750000.0,1498.0,Third Party insurance,Automatic,70000.0,First Owner,Diesel,78.9,5.0,23.8,Sedan,Pune,2019,Honda Amaze,4.0
6916,293000.0,1197.0,Third Party insurance,Manual,75136.0,Second Owner,Petrol,82.85,5.0,18.5,Hatchback,Pune,2012,Hyundai i20,11.0
6917,529000.0,1373.0,Third Party,Manual,85070.0,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Pune,2015,Maruti Ciaz,8.0
6918,413000.0,998.0,Comprehensive,Manual,66092.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2017,Maruti Wagon,6.0
6919,181000.0,796.0,Comprehensive,Manual,11969.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Pune,2012,Maruti Alto,11.0
6920,698000.0,1497.0,Zero Dep,Manual,67436.0,First Owner,Diesel,88.77,5.0,23.64,Hatchback,Pune,2020,Tata Altroz,3.0
6921,413000.0,1197.0,Comprehensive,Manual,33181.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2014,Maruti Swift,9.0
6922,661000.0,1197.0,Third Party,Manual,32906.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Pune,2017,Maruti Swift,6.0
6923,734000.0,1197.0,Third Party insurance,Automatic,33434.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Pune,2019,Maruti Swift,3.0
6924,265000.0,1086.0,Third Party insurance,Manual,57413.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Pune,2012,Hyundai i10,11.0
6925,733000.0,1197.0,Third Party insurance,Automatic,34796.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Pune,2019,Maruti Swift,4.0
6930,300000.0,1496.0,Third Party insurance,Manual,120000.0,Third Owner,Petrol,88.73,5.0,17.6,Sedan,Pune,2012,Toyota Etios,11.0
6931,500000.0,1197.0,Third Party insurance,Automatic,70000.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2018,Hyundai Grand,5.0
6932,90000.0,1061.0,Third Party insurance,Manual,80000.0,Fifth Owner,Petrol,67.0,5.0,18.9,Hatchback,Pune,2007,Maruti Wagon,16.0
6933,1800000.0,1353.0,Not Available,Automatic,21140.0,First Owner,Petrol,138.08,5.0,16.5,SUV,Pune,2021,Kia Seltos,1.0
6934,765000.0,1197.0,Third Party insurance,Manual,60157.0,First Owner,Petrol,81.8,5.0,21.0,Hatchback,Pune,2021,Hyundai i20,2.0
6935,849000.0,1199.0,Zero Dep,Manual,7171.0,First Owner,Petrol,88.5,5.0,17.1,Hatchback,Pune,2021,Honda Jazz,2.0
6936,316000.0,999.0,Comprehensive,Manual,62810.0,Third Owner,Petrol,67.0,5.0,23.01,Hatchback,Pune,2017,Renault KWID,6.0
6937,345000.0,998.0,Comprehensive,Manual,46731.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2018,Maruti Alto,5.0
6938,453000.0,1197.0,Third Party,Manual,53338.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2015,Maruti Swift,7.0
6939,455999.99999999994,998.0,Third Party,Manual,55057.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2017,Maruti Wagon,6.0
6941,300000.0,999.0,Not Available,Manual,17440.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Pune,2017,Renault KWID,6.0
6943,204999.99999999997,1198.0,Comprehensive,Manual,86899.0,First Owner,Petrol,73.9,5.0,16.47,Hatchback,Pune,2011,Volkswagen Polo,12.0
6945,229999.99999999997,1198.0,Comprehensive,Manual,146342.0,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Pune,2013,Honda Brio,10.0
6946,420000.0,1396.0,Not Available,Manual,67401.0,Second Owner,Petrol,105.5,5.0,17.43,Sedan,Pune,2014,Hyundai Verna,9.0
6947,398000.0,1197.0,Not Available,Manual,60349.0,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Pune,2014,Maruti Swift,9.0
6948,789000.0,1591.0,Third Party insurance,Manual,42878.0,First Owner,Petrol,121.3,5.0,17.0,Sedan,Pune,2018,Hyundai Verna,5.0
6950,775000.0,1498.0,Third Party,Manual,64460.0,Third Owner,Diesel,98.6,5.0,25.5,SUV,Pune,2019,Honda WR-V,4.0
6951,224000.00000000003,814.0,Third Party,Manual,101046.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2013,Hyundai EON,10.0
6953,372000.0,998.0,Comprehensive,Manual,71761.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2016,Maruti Wagon,7.0
6954,323000.0,1197.0,Third Party insurance,Manual,57575.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2013,Hyundai i10,10.0
6955,268000.0,1198.0,Third Party,Manual,60203.0,Second Owner,Petrol,86.8,5.0,19.4,Hatchback,Pune,2012,Honda Brio,11.0
6956,403000.0,999.0,Comprehensive,Automatic,44380.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Pune,2018,Renault KWID,5.0
6957,1027000.0,1497.0,Zero Dep,Automatic,36518.0,First Owner,Petrol,117.6,5.0,18.0,Sedan,Pune,2018,Honda City,5.0
6960,780000.0,1197.0,Comprehensive,Automatic,10444.0,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Pune,2021,Maruti Baleno,2.0
6961,150000.0,796.0,Third Party,Manual,37654.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Pune,2010,Maruti Alto,13.0
6962,570000.0,1497.0,Not Available,Automatic,37149.0,First Owner,Petrol,117.3,5.0,18.0,Sedan,Pune,2015,Honda City,8.0
6963,950000.0,999.0,Not Available,Automatic,10967.0,First Owner,Petrol,108.62,5.0,16.47,Hatchback,Pune,2021,Volkswagen Polo,2.0
6964,175000.0,1198.0,Not Available,Manual,116220.0,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Pune,2012,Honda Brio,11.0
6965,750000.0,1198.0,Not Available,Automatic,47338.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Pune,2018,Tata Nexon,5.0
6966,491000.0,1582.0,Not Available,Manual,40729.0,First Owner,Diesel,126.32,5.0,22.32,Sedan,Pune,2013,Hyundai Verna,10.0
6967,609000.0,1197.0,Zero Dep,Manual,34559.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2017,Maruti Baleno,6.0
6968,254999.99999999997,1197.0,Third Party insurance,Manual,82598.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2010,Maruti Swift,13.0
6969,303000.0,1197.0,Third Party,Automatic,53812.0,Third Owner,Petrol,78.9,5.0,16.95,Hatchback,Pune,2013,Hyundai i10,10.0
6970,268000.0,1198.0,Third Party insurance,Manual,62642.0,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Pune,2013,Honda Brio,10.0
6971,770000.0,1197.0,Third Party,Automatic,43692.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Pune,2020,Maruti Swift,3.0
6972,365000.0,998.0,Third Party,Manual,49310.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2016,Maruti Wagon,7.0
6974,549000.0,998.0,Comprehensive,Automatic,32891.0,First Owner,Petrol,67.0,5.0,21.63,Hatchback,Pune,2018,Maruti Celerio,5.0
6975,166000.0,796.0,Third Party insurance,Manual,66153.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Pune,2011,Maruti Alto,12.0
6978,221000.0,1197.0,Comprehensive,Manual,60716.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2010,Hyundai i10,13.0
6979,500000.0,1197.0,Not Available,Manual,54238.0,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Pune,2017,Maruti Swift,6.0
6980,350000.0,1248.0,Not Available,Manual,125267.0,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Pune,2012,Maruti Swift,11.0
6981,400000.0,1197.0,Not Available,Manual,97710.0,First Owner,Petrol,78.9,5.0,17.71,Hatchback,Pune,2014,Toyota Etios,9.0
6982,170000.0,1061.0,Not Available,Manual,17970.0,First Owner,Petrol,67.0,5.0,18.9,Hatchback,Pune,2009,Maruti Wagon,14.0
6983,450000.0,1197.0,Not Available,Manual,12617.0,First Owner,Petrol,83.14,5.0,20.85,Sedan,Pune,2016,Maruti Swift,7.0
6984,500000.0,1248.0,Not Available,Manual,73956.0,First Owner,Diesel,88.5,5.0,26.21,Sedan,Pune,2015,Maruti Ciaz,8.0
6985,600000.0,1197.0,Not Available,Manual,96740.0,First Owner,Petrol,81.8,5.0,21.21,Sedan,Pune,2017,Maruti Swift,6.0
6987,472000.0,1199.0,Comprehensive,Manual,84204.0,First Owner,Petrol,83.81,5.0,24.0,Hatchback,Pune,2019,Tata Tiago,4.0
6988,993000.0,1598.0,Zero Dep,Manual,26343.0,First Owner,Petrol,103.2,5.0,14.3,Sedan,Pune,2019,Skoda Rapid,4.0
6989,655000.0,1197.0,Zero Dep,Automatic,6796.0,First Owner,Petrol,81.8,5.0,20.52,Hatchback,Pune,2021,Maruti Wagon,2.0
6990,518000.0,1248.0,Comprehensive,Manual,109470.0,Second Owner,Diesel,74.0,5.0,27.39,Hatchback,Pune,2016,Maruti Baleno,7.0
6991,324000.0,814.0,Zero Dep,Manual,24161.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2018,Hyundai EON,5.0
6992,250000.0,814.0,Comprehensive,Manual,59250.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2012,Hyundai EON,11.0
6993,530000.0,1497.0,Comprehensive,Automatic,53183.0,First Owner,Petrol,117.3,5.0,18.0,Sedan,Pune,2014,Honda City,9.0
6994,496000.0,1197.0,Third Party insurance,Manual,37341.0,Second Owner,Petrol,83.14,5.0,20.85,Sedan,Pune,2015,Maruti Swift,8.0
6995,357000.0,999.0,Comprehensive,Manual,73527.0,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Pune,2016,Renault KWID,7.0
6996,240000.0,796.0,Not Available,Manual,20127.0,Second Owner,Petrol,47.3,5.0,22.74,Hatchback,Pune,2016,Maruti Alto,7.0
6997,320000.0,1582.0,Not Available,Manual,117147.0,Second Owner,Diesel,126.32,5.0,22.32,Sedan,Pune,2011,Hyundai Verna,12.0
6999,200000.0,1197.0,Not Available,Manual,85679.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2011,Hyundai i10,11.0
7000,965000.0,1493.0,Not Available,Manual,14807.0,First Owner,Diesel,98.63,5.0,25.0,Hatchback,Pune,2022,Hyundai i20,1.0
7001,453000.0,1598.0,Comprehensive,Manual,57613.0,First Owner,Diesel,103.6,5.0,19.7,Hatchback,Pune,2013,Volkswagen Polo,9.0
7003,438999.99999999994,1197.0,Third Party,Manual,83590.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2015,Maruti Swift,8.0
7004,324000.0,1197.0,Third Party insurance,Manual,53737.0,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Pune,2013,Maruti Ritz,10.0
7005,539000.0,1197.0,Third Party insurance,Manual,51562.0,First Owner,Petrol,81.8,5.0,20.52,Hatchback,Pune,2019,Maruti Wagon,4.0
7006,183000.0,998.0,Third Party insurance,Manual,42226.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2010,Maruti Alto,13.0
7007,612000.0,1197.0,Third Party insurance,Manual,38607.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2017,Maruti Baleno,6.0
7009,270000.0,796.0,Comprehensive,Manual,37951.0,Second Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2014,Maruti Alto,9.0
7010,473000.00000000006,1197.0,Comprehensive,Manual,26530.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Pune,2017,Maruti Ignis,6.0
7011,758000.0,1197.0,Third Party,Automatic,19115.0,Second Owner,Petrol,81.86,5.0,20.7,Hatchback,Pune,2020,Hyundai Grand,2.0
7014,140000.0,1598.0,Not Available,Manual,65614.0,Third Owner,Petrol,105.0,5.0,14.83,Hatchback,Pune,2011,Skoda Fabia,12.0
7015,175000.0,1197.0,Comprehensive,Manual,124948.0,Second Owner,Petrol,85.8,5.0,21.1,Hatchback,Pune,2011,Maruti Ritz,12.0
7016,200000.0,1197.0,Not Available,Manual,126357.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2008,Hyundai i10,15.0
7018,1800000.0,1493.0,Not Available,Automatic,12879.0,First Owner,Diesel,113.98,6.0,18.1,SUV,Pune,2021,Hyundai Alcazar,2.0
7019,1050000.0,999.0,Not Available,Automatic,6072.0,First Owner,Petrol,71.01,5.0,19.03,SUV,Pune,2022,Renault Kiger,1.0
7020,500000.0,998.0,Comprehensive,Automatic,27887.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Pune,2016,Maruti Celerio,7.0
7021,409000.0,1197.0,Comprehensive,Manual,64101.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2015,Hyundai Grand,8.0
7022,430000.0,1497.0,Third Party insurance,Manual,77267.0,First Owner,Petrol,116.4,5.0,16.8,Sedan,Pune,2012,Honda City,11.0
7023,296000.0,998.0,Comprehensive,Manual,59069.0,First Owner,Petrol,67.05,5.0,23.95,Hatchback,Pune,2015,Maruti Alto,8.0
7024,419000.00000000006,998.0,Comprehensive,Manual,40058.0,Second Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2016,Maruti Wagon,7.0
7025,180000.0,1197.0,Third Party,Manual,42872.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2010,Hyundai i10,13.0
7026,292000.0,814.0,Third Party,Manual,23420.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2018,Hyundai EON,5.0
7027,345000.0,1598.0,Third Party,Manual,122759.0,Second Owner,Diesel,103.5,5.0,20.5,Sedan,Pune,2013,Skoda Rapid,10.0
7028,647000.0,999.0,Third Party,Automatic,25264.0,Second Owner,Petrol,71.01,7.0,18.2,MUV,Pune,2020,Renault Triber,2.0
7029,909000.0,998.0,Comprehensive,Automatic,19130.0,Second Owner,Petrol,118.35,5.0,18.15,SUV,Pune,2019,Hyundai Venue,4.0
7032,530000.0,1197.0,Not Available,Manual,28546.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2020,Hyundai Grand,3.0
7033,276000.0,1248.0,Not Available,Manual,60818.0,First Owner,Diesel,73.9,5.0,21.1,Hatchback,Pune,2010,Maruti Ritz,13.0
7034,375000.0,1497.0,Not Available,Manual,60862.0,Second Owner,Petrol,116.4,5.0,16.8,Sedan,Pune,2012,Honda City,11.0
7035,675000.0,1498.0,Not Available,Manual,95801.0,First Owner,Diesel,98.6,5.0,25.5,SUV,Pune,2017,Honda WR-V,5.0
7037,1450000.0,1498.0,Zero Dep,Automatic,16771.0,First Owner,Petrol,119.35,5.0,18.3,Sedan,Pune,2022,Honda City,1.0
7038,818000.0,1197.0,Comprehensive,Automatic,28273.0,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Pune,2021,Maruti Baleno,2.0
7039,254999.99999999997,796.0,Third Party,Manual,41247.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2015,Maruti Alto,8.0
7040,622000.0,1497.0,Third Party,Manual,51388.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Pune,2015,Honda City,8.0
7041,1244000.0,1462.0,Comprehensive,Manual,7386.0,First Owner,Petrol,101.65,5.0,19.89,SUV,Pune,2022,Maruti Brezza,1.0
7042,508000.0,1197.0,Comprehensive,Manual,37402.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2017,Maruti Swift,6.0
7043,304000.0,1197.0,Third Party,Manual,90763.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2012,Maruti Swift,11.0
7044,561000.0,1199.0,Comprehensive,Automatic,66247.0,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Pune,2017,Honda Jazz,6.0
7045,725000.0,1199.0,Third Party,Manual,9934.0,First Owner,Petrol,86.83,5.0,19.33,Hatchback,Pune,2021,Tata Altroz,2.0
7046,303000.0,998.0,Third Party insurance,Manual,73531.0,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Pune,2012,Maruti Wagon,11.0
7047,696000.0,1197.0,Comprehensive,Manual,14197.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Pune,2020,Maruti Ignis,3.0
7048,840000.0,1798.0,Not Available,Manual,51470.0,Second Owner,Petrol,138.03,5.0,14.28,Sedan,Pune,2016,Toyota Corolla,7.0
7050,518000.0,1598.0,Not Available,Manual,35586.0,First Owner,Petrol,103.52,5.0,15.0,Sedan,Pune,2016,Skoda Rapid,7.0
7053,325000.0,998.0,Third Party,Automatic,38055.0,Second Owner,Petrol,67.04,5.0,23.1,Hatchback,Pune,2015,Maruti Celerio,7.0
7054,260000.0,998.0,Comprehensive,Manual,62329.0,First Owner,CNG,58.2,5.0,26.2,Hatchback,Pune,2012,Maruti Wagon,11.0
7056,231999.99999999997,814.0,Comprehensive,Manual,29096.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2014,Hyundai EON,9.0
7057,611000.0,1197.0,Zero Dep,Manual,32675.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2019,Maruti Baleno,4.0
7058,182000.0,998.0,Third Party insurance,Manual,73525.0,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2011,Maruti Alto,12.0
7059,321000.0,998.0,Comprehensive,Manual,56067.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2016,Maruti Alto,7.0
7060,478000.0,998.0,Third Party insurance,Automatic,102694.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Pune,2019,Maruti Celerio,4.0
7061,332000.0,998.0,Comprehensive,Manual,33070.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2016,Maruti Alto,7.0
7062,360000.0,998.0,Zero Dep,Manual,28568.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2017,Maruti Wagon,6.0
7063,748000.0,1199.0,Comprehensive,Automatic,23990.0,Second Owner,Petrol,88.76,5.0,19.0,Sedan,Pune,2018,Honda Amaze,5.0
7064,357000.0,999.0,Third Party,Manual,16528.0,Second Owner,Petrol,67.0,5.0,23.01,Hatchback,Pune,2016,Renault KWID,7.0
7065,330000.0,998.0,Comprehensive,Manual,46225.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2013,Maruti Wagon,10.0
7066,367000.0,998.0,Third Party,Manual,99368.0,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2014,Maruti Wagon,9.0
7068,573000.0,1396.0,Comprehensive,Manual,40212.0,Third Owner,Diesel,88.73,5.0,21.19,Hatchback,Pune,2015,Hyundai i20,8.0
7070,480000.0,1197.0,Zero Dep,Automatic,38021.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Pune,2018,Maruti Ignis,5.0
7071,1400000.0,1353.0,Comprehensive,Manual,13427.0,First Owner,Petrol,138.08,5.0,16.5,SUV,Pune,2019,Kia Seltos,4.0
7072,200000.0,1086.0,Not Available,Manual,78916.0,First Owner,Petrol,62.1,5.0,17.92,Hatchback,Pune,2008,Hyundai Santro,15.0
7073,265000.0,1086.0,Not Available,Manual,77105.0,Third Owner,Petrol,68.05,5.0,19.81,Hatchback,Pune,2013,Hyundai i10,10.0
7074,695000.0,1197.0,Comprehensive,Manual,5114.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Pune,2021,Maruti Baleno,2.0
7075,186000.0,796.0,Comprehensive,Manual,52743.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Pune,2011,Maruti Alto,12.0
7076,493000.0,1197.0,Comprehensive,Manual,99511.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2017,Maruti Swift,6.0
